x	y	error_car_pre_dur
500267	2142297	0.896533057
500367	2142297	0.89983384
500467	2142297	0.903143154
500567	2142297	0.906460983
500667	2142297	0.909787312
500767	2142297	0.913122122
500867	2142297	0.916465395
500967	2142297	0.919817112
501067	2142297	0.923177252
501167	2142297	0.926545794
501267	2142297	0.929922717
501367	2142297	0.933307997
501467	2142297	0.93670161
479367	2142397	0.79708186
479467	2142397	0.794026893
479567	2142397	0.790926121
479667	2142397	0.787774843
479767	2142397	0.784568176
479867	2142397	0.781301067
479967	2142397	0.777968316
480067	2142397	0.774564598
480167	2142397	0.771084492
480267	2142397	0.76752252
480367	2142397	0.763873186
480467	2142397	0.760131027
480567	2142397	0.756290673
480667	2142397	0.752346913
480767	2142397	0.74829477
480867	2142397	0.744129595
480967	2142397	0.739847162
481067	2142397	0.735443785
481167	2142397	0.73091645
481267	2142397	0.726262957
481367	2142397	0.721482092
481467	2142397	0.71657382
481567	2142397	0.711539496
481667	2142397	0.706382124
481767	2142397	0.701106636
481867	2142397	0.695720226
481967	2142397	0.690232721
482067	2142397	0.684657008
482167	2142397	0.679009499
482267	2142397	0.673310641
482367	2142397	0.667585415
482467	2142397	0.661863803
482567	2142397	0.656181097
482667	2142397	0.650577926
482767	2142397	0.645099792
482867	2142397	0.639795877
482967	2142397	0.634716899
483067	2142397	0.629911924
483167	2142397	0.625424316
483267	2142397	0.621287374
483367	2142397	0.617520575
483467	2142397	0.614127391
483567	2142397	0.611095319
483667	2142397	0.608398109
483767	2142397	0.60599953
483867	2142397	0.603857681
483967	2142397	0.601928961
484067	2142397	0.600171166
484167	2142397	0.598545534
484267	2142397	0.597017851
484367	2142397	0.595558847
484467	2142397	0.594144114
484567	2142397	0.592753747
484667	2142397	0.591371855
484767	2142397	0.589986026
484867	2142397	0.588586813
484967	2142397	0.587167259
485067	2142397	0.585722472
485167	2142397	0.584249271
485267	2142397	0.582745871
485367	2142397	0.581211631
485467	2142397	0.579646844
485567	2142397	0.57805257
485667	2142397	0.576430511
485767	2142397	0.574782917
485867	2142397	0.573112538
485967	2142397	0.571422608
486067	2142397	0.569716887
486167	2142397	0.567999761
486267	2142397	0.566276428
486367	2142397	0.564553224
486467	2142397	0.562838163
486567	2142397	0.561141818
486667	2142397	0.559478828
486767	2142397	0.557870433
486867	2142397	0.556348803
486967	2142397	0.554964074
487067	2142397	0.553794017
487167	2142397	0.55295021
487267	2142397	0.552559438
487367	2142397	0.552699595
487467	2142397	0.553339475
487567	2142397	0.554366614
487667	2142397	0.555661486
487767	2142397	0.557135272
487867	2142397	0.558730667
487967	2142397	0.560412267
488067	2142397	0.562158222
488167	2142397	0.563954857
488267	2142397	0.565793463
488367	2142397	0.567668416
488467	2142397	0.56957604
488567	2142397	0.571513925
488667	2142397	0.573480485
488767	2142397	0.575474681
488867	2142397	0.57749583
488967	2142397	0.57954348
489067	2142397	0.58161732
489167	2142397	0.583717115
489267	2142397	0.585842658
489367	2142397	0.58799374
489467	2142397	0.590170121
489567	2142397	0.592371512
489667	2142397	0.594597563
489767	2142397	0.596847851
489867	2142397	0.599121875
489967	2142397	0.601419055
490067	2142397	0.603738728
490167	2142397	0.606080155
490267	2142397	0.608442521
490367	2142397	0.61082495
490467	2142397	0.613226506
490567	2142397	0.615646214
490667	2142397	0.618083067
490767	2142397	0.620536049
490867	2142397	0.623004145
490967	2142397	0.625486362
491067	2142397	0.627981746
491167	2142397	0.6304894
491267	2142397	0.633008492
491367	2142397	0.635538274
491467	2142397	0.638078087
491567	2142397	0.640627365
491667	2142397	0.643185639
491767	2142397	0.645752536
491867	2142397	0.648327767
491967	2142397	0.650911128
492067	2142397	0.653502484
492167	2142397	0.656101762
492267	2142397	0.65870894
492367	2142397	0.661324032
492467	2142397	0.663947084
492567	2142397	0.666578159
492667	2142397	0.669217335
492767	2142397	0.671864694
492867	2142397	0.674520318
492967	2142397	0.677184286
493067	2142397	0.679856671
493167	2142397	0.682537537
493267	2142397	0.685226939
493367	2142397	0.687924923
493467	2142397	0.690631524
493567	2142397	0.693346769
493667	2142397	0.696070677
493767	2142397	0.698803256
493867	2142397	0.701544512
493967	2142397	0.704294442
494067	2142397	0.70705304
494167	2142397	0.709820295
494267	2142397	0.712596193
494367	2142397	0.71538072
494467	2142397	0.718173859
494567	2142397	0.720975592
494667	2142397	0.723785903
494767	2142397	0.726604774
494867	2142397	0.729432189
494967	2142397	0.732268133
495067	2142397	0.735112591
495167	2142397	0.737965553
495267	2142397	0.740827007
495367	2142397	0.743696945
495467	2142397	0.746575359
495567	2142397	0.749462246
495667	2142397	0.7523576
495767	2142397	0.755261422
495867	2142397	0.758173711
495967	2142397	0.761094469
496067	2142397	0.7640237
496167	2142397	0.766961408
496267	2142397	0.7699076
496367	2142397	0.772862282
496467	2142397	0.775825464
496567	2142397	0.778797155
496667	2142397	0.781777363
496767	2142397	0.784766101
496867	2142397	0.78776338
496967	2142397	0.79076921
497067	2142397	0.793783604
497167	2142397	0.796806573
497267	2142397	0.79983813
497367	2142397	0.802878287
497467	2142397	0.805927055
497567	2142397	0.808984446
497667	2142397	0.812050471
497767	2142397	0.815125141
497867	2142397	0.818208466
497967	2142397	0.821300455
498067	2142397	0.824401118
498167	2142397	0.827510462
498267	2142397	0.830628495
498367	2142397	0.833755224
498467	2142397	0.836890654
498567	2142397	0.840034791
498667	2142397	0.843187637
498767	2142397	0.846349197
498867	2142397	0.849519471
498967	2142397	0.852698461
499067	2142397	0.855886167
499167	2142397	0.859082587
499267	2142397	0.862287719
499367	2142397	0.865501559
499467	2142397	0.868724104
499567	2142397	0.871955347
499667	2142397	0.875195282
499767	2142397	0.878443901
499867	2142397	0.881701195
499967	2142397	0.884967155
500067	2142397	0.888241769
500167	2142397	0.891525025
500267	2142397	0.894816911
500367	2142397	0.898117412
500467	2142397	0.901426512
500567	2142397	0.904744197
500667	2142397	0.908070448
500767	2142397	0.911405248
500867	2142397	0.914748577
500967	2142397	0.918100416
501067	2142397	0.921460743
501167	2142397	0.924829537
501267	2142397	0.928206775
501367	2142397	0.931592434
479367	2142497	0.796958791
479467	2142497	0.793969028
479567	2142497	0.790933956
479667	2142497	0.787848605
479767	2142497	0.784707783
479867	2142497	0.781506094
479967	2142497	0.778237951
480067	2142497	0.774897598
480167	2142497	0.771479141
480267	2142497	0.767976577
480367	2142497	0.764383838
480467	2142497	0.760694839
480567	2142497	0.756903534
480667	2142497	0.753003982
480767	2142497	0.748990426
480867	2142497	0.744857377
480967	2142497	0.74059972
481067	2142497	0.736212825
481167	2142497	0.731692681
481267	2142497	0.727036044
481367	2142497	0.722240608
481467	2142497	0.717305204
481567	2142497	0.712230025
481667	2142497	0.707016891
481767	2142497	0.701669554
481867	2142497	0.696194062
481967	2142497	0.69059918
482067	2142497	0.684896887
482167	2142497	0.679102957
482267	2142497	0.673237617
482367	2142497	0.667326278
482467	2142497	0.661400283
482567	2142497	0.655497604
482667	2142497	0.649663284
482767	2142497	0.643949383
482867	2142497	0.638414024
482967	2142497	0.633119113
483067	2142497	0.628126366
483167	2142497	0.623491714
483267	2142497	0.619258789
483367	2142497	0.615452988
483467	2142497	0.612077919
483567	2142497	0.609115463
483667	2142497	0.606529434
483767	2142497	0.604271528
483867	2142497	0.602287768
483967	2142497	0.600523988
484067	2142497	0.598929659
484167	2142497	0.59746005
484267	2142497	0.596077083
484367	2142497	0.594749306
484467	2142497	0.593451389
484567	2142497	0.592163387
484667	2142497	0.590869962
484767	2142497	0.589559626
484867	2142497	0.588224071
484967	2142497	0.58685759
485067	2142497	0.585456583
485167	2142497	0.584019155
485267	2142497	0.582544783
485367	2142497	0.581034045
485467	2142497	0.579488418
485567	2142497	0.577910109
485667	2142497	0.576301946
485767	2142497	0.574667305
485867	2142497	0.573010085
485967	2142497	0.571334731
486067	2142497	0.569646317
486167	2142497	0.567950705
486267	2142497	0.566254804
486367	2142497	0.564566988
486467	2142497	0.562897736
486567	2142497	0.561260605
486667	2142497	0.559673733
486767	2142497	0.558162061
486867	2142497	0.55676048
486967	2142497	0.555517629
487067	2142497	0.554498607
487167	2142497	0.553781615
487267	2142497	0.553441055
487367	2142497	0.553517605
487467	2142497	0.553996643
487567	2142497	0.554817793
487667	2142497	0.55590496
487767	2142497	0.557189958
487867	2142497	0.558620818
487967	2142497	0.56016083
488067	2142497	0.561784848
488167	2142497	0.563475777
488267	2142497	0.565221964
488367	2142497	0.567015406
488467	2142497	0.568850564
488567	2142497	0.570723573
488667	2142497	0.572631718
488767	2142497	0.574573074
488867	2142497	0.576546261
488967	2142497	0.578550272
489067	2142497	0.580584347
489167	2142497	0.582647888
489267	2142497	0.584740386
489367	2142497	0.586861377
489467	2142497	0.589010402
489567	2142497	0.59118698
489667	2142497	0.593390586
489767	2142497	0.595620635
489867	2142497	0.597876477
489967	2142497	0.600157381
490067	2142497	0.60246254
490167	2142497	0.604791069
490267	2142497	0.607142007
490367	2142497	0.609514326
490467	2142497	0.611906941
490567	2142497	0.614318722
490667	2142497	0.61674851
490767	2142497	0.619195135
490867	2142497	0.621657434
490967	2142497	0.624134273
491067	2142497	0.626624565
491167	2142497	0.629127292
491267	2142497	0.631641518
491367	2142497	0.634166409
491467	2142497	0.636701234
491567	2142497	0.639245379
491667	2142497	0.641798344
491767	2142497	0.644359738
491867	2142497	0.646929276
491967	2142497	0.649506763
492067	2142497	0.652092089
492167	2142497	0.654685207
492267	2142497	0.657286126
492367	2142497	0.659894897
492467	2142497	0.662511595
492567	2142497	0.665136317
492667	2142497	0.667769167
492767	2142497	0.670410251
492867	2142497	0.673059672
492967	2142497	0.675717526
493067	2142497	0.678383897
493167	2142497	0.681058858
493267	2142497	0.683742471
493367	2142497	0.686434785
493467	2142497	0.689135836
493567	2142497	0.69184565
493667	2142497	0.694564242
493767	2142497	0.697291621
493867	2142497	0.700027785
493967	2142497	0.702772729
494067	2142497	0.705526441
494167	2142497	0.708288905
494267	2142497	0.711060104
494367	2142497	0.713840017
494467	2142497	0.716628624
494567	2142497	0.719425904
494667	2142497	0.722231834
494767	2142497	0.725046396
494867	2142497	0.72786957
494967	2142497	0.730701337
495067	2142497	0.733541683
495167	2142497	0.736390593
495267	2142497	0.739248055
495367	2142497	0.742114059
495467	2142497	0.744988598
495567	2142497	0.747871666
495667	2142497	0.75076326
495767	2142497	0.753663377
495867	2142497	0.756572019
495967	2142497	0.759489187
496067	2142497	0.762414886
496167	2142497	0.765349121
496267	2142497	0.768291898
496367	2142497	0.771243227
496467	2142497	0.774203115
496567	2142497	0.777171573
496667	2142497	0.780148613
496767	2142497	0.783134245
496867	2142497	0.786128483
496967	2142497	0.789131338
497067	2142497	0.792142823
497167	2142497	0.795162952
497267	2142497	0.798191736
497367	2142497	0.80122919
497467	2142497	0.804275326
497567	2142497	0.807330156
497667	2142497	0.810393692
497767	2142497	0.813465945
497867	2142497	0.816546927
497967	2142497	0.819636648
498067	2142497	0.822735116
498167	2142497	0.825842341
498267	2142497	0.828958331
498367	2142497	0.832083093
498467	2142497	0.835216632
498567	2142497	0.838358955
498667	2142497	0.841510064
498767	2142497	0.844669963
498867	2142497	0.847838655
498967	2142497	0.851016139
499067	2142497	0.854202416
499167	2142497	0.857397484
499267	2142497	0.860601342
499367	2142497	0.863813985
499467	2142497	0.867035409
499567	2142497	0.870265608
499667	2142497	0.873504575
499767	2142497	0.876752301
499867	2142497	0.880008779
499967	2142497	0.883273997
500067	2142497	0.886547944
500167	2142497	0.889830607
500267	2142497	0.893121973
500367	2142497	0.896422028
500467	2142497	0.899730754
500567	2142497	0.903048136
500667	2142497	0.906374157
500767	2142497	0.909708796
500867	2142497	0.913052034
500967	2142497	0.916403851
501067	2142497	0.919764225
501167	2142497	0.923133133
501267	2142497	0.926510552
479467	2142597	0.793980314
479567	2142597	0.791016587
479667	2142597	0.788003176
479767	2142597	0.784934592
479867	2142597	0.781805098
479967	2142597	0.778608725
480067	2142597	0.775339286
480167	2142597	0.771990409
480267	2142597	0.76855556
480367	2142597	0.765028088
480467	2142597	0.761401268
480567	2142597	0.757668355
480667	2142597	0.753822652
480767	2142597	0.749857582
480867	2142597	0.745766779
480967	2142597	0.741544183
481067	2142597	0.737184158
481167	2142597	0.732681622
481267	2142597	0.728032196
481367	2142597	0.723232373
481467	2142597	0.718279722
481567	2142597	0.713173111
481667	2142597	0.707912978
481767	2142597	0.702501652
481867	2142597	0.696943726
481967	2142597	0.691246524
482067	2142597	0.685420647
482167	2142597	0.679480656
482267	2142597	0.673445876
482367	2142597	0.667341368
482467	2142597	0.661199024
482567	2142597	0.655058746
482667	2142597	0.648969535
482767	2142597	0.642990162
482867	2142597	0.637188882
482967	2142597	0.631641385
483067	2142597	0.626426155
483167	2142597	0.62161681
483267	2142597	0.617272185
483367	2142597	0.613426596
483467	2142597	0.610083728
483567	2142597	0.607216776
483667	2142597	0.604774739
483767	2142597	0.602692197
483867	2142597	0.600899098
483967	2142597	0.599328226
484067	2142597	0.59791965
484167	2142597	0.596622605
484267	2142597	0.595395668
484367	2142597	0.594206004
484467	2142597	0.593028219
484567	2142597	0.591843142
484667	2142597	0.590636698
484767	2142597	0.589398921
484867	2142597	0.588123135
484967	2142597	0.586805276
485067	2142597	0.585443354
485167	2142597	0.584037013
485267	2142597	0.582587188
485367	2142597	0.581095843
485467	2142597	0.579565759
485567	2142597	0.578000395
485667	2142597	0.576403786
485767	2142597	0.574780493
485867	2142597	0.573135609
485967	2142597	0.57147481
486067	2142597	0.569804471
486167	2142597	0.568131865
486267	2142597	0.566465469
486367	2142597	0.564815403
486467	2142597	0.563194072
486567	2142597	0.561617068
486667	2142597	0.560104399
486767	2142597	0.558682064
486867	2142597	0.557383819
486967	2142597	0.556252488
487067	2142597	0.55533931
487167	2142597	0.55469886
487267	2142597	0.554377772
487367	2142597	0.55440015
487467	2142597	0.554758562
487567	2142597	0.555417922
487667	2142597	0.55632898
487767	2142597	0.557441781
487867	2142597	0.558713339
487967	2142597	0.560109871
488067	2142597	0.561606069
488167	2142597	0.563183418
488267	2142597	0.564828499
488367	2142597	0.566531602
488467	2142597	0.568285685
488567	2142597	0.570085618
488667	2142597	0.57192764
488767	2142597	0.573808969
488867	2142597	0.575727528
488967	2142597	0.577681736
489067	2142597	0.579670364
489167	2142597	0.581692418
489267	2142597	0.583747062
489367	2142597	0.585833549
489467	2142597	0.587951176
489567	2142597	0.590099244
489667	2142597	0.592277032
489767	2142597	0.594483776
489867	2142597	0.596718651
489967	2142597	0.598980759
490067	2142597	0.60126913
490167	2142597	0.603582713
490267	2142597	0.605920381
490367	2142597	0.608280937
490467	2142597	0.610663123
490567	2142597	0.613065634
490667	2142597	0.615487134
490767	2142597	0.617926277
490867	2142597	0.62038173
490967	2142597	0.622852193
491067	2142597	0.625336427
491167	2142597	0.627833274
491267	2142597	0.63034168
491367	2142597	0.632860706
491467	2142597	0.635389549
491567	2142597	0.637927539
491667	2142597	0.640474143
491767	2142597	0.643028959
491867	2142597	0.645591707
491967	2142597	0.648162214
492067	2142597	0.650740397
492167	2142597	0.653326249
492267	2142597	0.655919819
492367	2142597	0.658521195
492467	2142597	0.661130495
492567	2142597	0.663747848
492667	2142597	0.666373391
492767	2142597	0.669007256
492867	2142597	0.671649567
492967	2142597	0.674300434
493067	2142597	0.676959956
493167	2142597	0.679628212
493267	2142597	0.682305267
493367	2142597	0.684991173
493467	2142597	0.687685964
493567	2142597	0.690389662
493667	2142597	0.693102281
493767	2142597	0.695823821
493867	2142597	0.698554277
493967	2142597	0.701293635
494067	2142597	0.704041878
494167	2142597	0.706798985
494267	2142597	0.70956493
494367	2142597	0.71233969
494467	2142597	0.715123237
494567	2142597	0.717915545
494667	2142597	0.720716588
494767	2142597	0.723526343
494867	2142597	0.726344786
494967	2142597	0.729171897
495067	2142597	0.732007658
495167	2142597	0.734852052
495267	2142597	0.737705065
495367	2142597	0.740566687
495467	2142597	0.743436908
495567	2142597	0.746315723
495667	2142597	0.749203128
495767	2142597	0.75209912
495867	2142597	0.7550037
495967	2142597	0.757916871
496067	2142597	0.760838637
496167	2142597	0.763769005
496267	2142597	0.76670798
496367	2142597	0.769655573
496467	2142597	0.772611793
496567	2142597	0.775576652
496667	2142597	0.778550161
496767	2142597	0.781532333
496867	2142597	0.784523182
496967	2142597	0.787522719
497067	2142597	0.790530961
497167	2142597	0.793547919
497267	2142597	0.796573609
497367	2142597	0.799608043
497467	2142597	0.802651236
497567	2142597	0.805703201
497667	2142597	0.80876395
497767	2142597	0.811833494
497867	2142597	0.814911847
497967	2142597	0.817999018
498067	2142597	0.821095018
498167	2142597	0.824199856
498267	2142597	0.82731354
498367	2142597	0.830436077
498467	2142597	0.833567473
498567	2142597	0.836707735
498667	2142597	0.839856866
498767	2142597	0.843014869
498867	2142597	0.846181746
498967	2142597	0.849357499
499067	2142597	0.852542127
499167	2142597	0.855735628
499267	2142597	0.858938
499367	2142597	0.86214924
499467	2142597	0.865369341
499567	2142597	0.868598299
499667	2142597	0.871836105
499767	2142597	0.875082751
499867	2142597	0.878338228
499967	2142597	0.881602524
500067	2142597	0.884875627
500167	2142597	0.888157526
500267	2142597	0.891448204
500367	2142597	0.894747648
500467	2142597	0.89805584
500567	2142597	0.901372763
500667	2142597	0.904698398
500767	2142597	0.908032727
500867	2142597	0.911375728
500967	2142597	0.914727379
501067	2142597	0.91808766
501167	2142597	0.921456545
479467	2142697	0.794057659
479567	2142697	0.791171053
479667	2142697	0.788235766
479767	2142697	0.785246021
479867	2142697	0.782195752
479967	2142697	0.779078612
480067	2142697	0.775887992
480167	2142697	0.77261704
480267	2142697	0.76925869
480367	2142697	0.765805701
480467	2142697	0.762250696
480567	2142697	0.758586216
480667	2142697	0.754804785
480767	2142697	0.750898981
480867	2142697	0.746861521
480967	2142697	0.742685361
481067	2142697	0.738363807
481167	2142697	0.733890642
481267	2142697	0.729260276
481367	2142697	0.724467913
481467	2142697	0.719509745
481567	2142697	0.714383174
481667	2142697	0.709087082
481767	2142697	0.703622147
481867	2142697	0.697991219
481967	2142697	0.692199799
482067	2142697	0.686256619
482167	2142697	0.680174387
482267	2142697	0.673970714
482367	2142697	0.6676693
482467	2142697	0.661301391
482567	2142697	0.654907532
482667	2142697	0.648539513
482767	2142697	0.642262199
482867	2142697	0.636154593
482967	2142697	0.63030887
483067	2142697	0.624825656
483167	2142697	0.619803937
483267	2142697	0.615325769
483367	2142697	0.611439576
483467	2142697	0.608149011
483567	2142697	0.605413224
483667	2142697	0.603158387
483767	2142697	0.601294406
483867	2142697	0.59972996
483967	2142697	0.598382255
484067	2142697	0.597181466
484167	2142697	0.596071502
484267	2142697	0.595008828
484367	2142697	0.59396056
484467	2142697	0.59290247
484567	2142697	0.591817202
484667	2142697	0.590692783
484767	2142697	0.589521429
484867	2142697	0.588298602
484967	2142697	0.587022273
485067	2142697	0.585692351
485167	2142697	0.584310242
485267	2142697	0.582878509
485367	2142697	0.581400618
485467	2142697	0.579880746
485567	2142697	0.57832366
485667	2142697	0.576734634
485767	2142697	0.575119426
485867	2142697	0.573484302
485967	2142697	0.571836113
486067	2142697	0.570182435
486167	2142697	0.568531786
486267	2142697	0.566893929
486367	2142697	0.565280301
486467	2142697	0.563704572
486567	2142697	0.56218337
486667	2142697	0.560737146
486767	2142697	0.559391096
486867	2142697	0.558175868
486967	2142697	0.55712749
487067	2142697	0.556285612
487167	2142697	0.555689119
487267	2142697	0.5553691
487367	2142697	0.555341284
487467	2142697	0.555601825
487567	2142697	0.556129089
487667	2142697	0.556890297
487767	2142697	0.5578492
487867	2142697	0.558971698
487967	2142697	0.560228649
488067	2142697	0.561596538
488167	2142697	0.563057022
488267	2142697	0.564596056
488367	2142697	0.566202989
488467	2142697	0.567869773
488567	2142697	0.569590321
488667	2142697	0.571360018
488767	2142697	0.573175341
488867	2142697	0.575033577
488967	2142697	0.576932609
489067	2142697	0.578870748
489167	2142697	0.580846615
489267	2142697	0.582859036
489367	2142697	0.584906976
489467	2142697	0.586989477
489567	2142697	0.589105611
489667	2142697	0.59125445
489767	2142697	0.593435032
489867	2142697	0.595646347
489967	2142697	0.597887318
490067	2142697	0.600156793
490167	2142697	0.602453542
490267	2142697	0.604776254
490367	2142697	0.607123544
490467	2142697	0.60949396
490567	2142697	0.611886002
490667	2142697	0.614298134
490767	2142697	0.616728809
490867	2142697	0.619176497
490967	2142697	0.621639709
491067	2142697	0.624117029
491167	2142697	0.626607138
491267	2142697	0.629108844
491367	2142697	0.631621097
491467	2142697	0.634143005
491567	2142697	0.636673842
491667	2142697	0.639213045
491767	2142697	0.641760205
491867	2142697	0.644315057
491967	2142697	0.646877459
492067	2142697	0.649447368
492167	2142697	0.652024826
492267	2142697	0.65460993
492367	2142697	0.657202821
492467	2142697	0.65980366
492567	2142697	0.662412619
492667	2142697	0.665029866
492767	2142697	0.667655563
492867	2142697	0.670289855
492967	2142697	0.672932868
493067	2142697	0.67558471
493167	2142697	0.678245467
493267	2142697	0.680915206
493367	2142697	0.683593975
493467	2142697	0.686281806
493567	2142697	0.688978717
493667	2142697	0.691684713
493767	2142697	0.694399787
493867	2142697	0.697123927
493967	2142697	0.699857109
494067	2142697	0.70259931
494167	2142697	0.7053505
494267	2142697	0.708110646
494367	2142697	0.710879717
494467	2142697	0.71365768
494567	2142697	0.716444503
494667	2142697	0.719240155
494767	2142697	0.722044608
494867	2142697	0.724857834
494967	2142697	0.72767981
495067	2142697	0.730510514
495167	2142697	0.733349928
495267	2142697	0.736198037
495367	2142697	0.739054826
495467	2142697	0.741920288
495567	2142697	0.744794413
495667	2142697	0.7476772
495767	2142697	0.750568644
495867	2142697	0.753468747
495967	2142697	0.756377512
496067	2142697	0.759294942
496167	2142697	0.762221046
496267	2142697	0.76515583
496367	2142697	0.768099305
496467	2142697	0.771051481
496567	2142697	0.77401237
496667	2142697	0.776981985
496767	2142697	0.77996034
496867	2142697	0.782947449
496967	2142697	0.785943326
497067	2142697	0.788947986
497167	2142697	0.791961443
497267	2142697	0.794983713
497367	2142697	0.798014811
497467	2142697	0.801054749
497567	2142697	0.804103542
497667	2142697	0.807161204
497767	2142697	0.810227747
497867	2142697	0.813303184
497967	2142697	0.816387524
498067	2142697	0.81948078
498167	2142697	0.822582961
498267	2142697	0.825694074
498367	2142697	0.828814128
498467	2142697	0.83194313
498567	2142697	0.835081084
498667	2142697	0.838227994
498767	2142697	0.841383865
498867	2142697	0.844548698
498967	2142697	0.847722493
499067	2142697	0.850905251
499167	2142697	0.854096969
499267	2142697	0.857297645
499367	2142697	0.860507275
499467	2142697	0.863725852
499567	2142697	0.866953371
499667	2142697	0.870189824
499767	2142697	0.873435201
499867	2142697	0.876689493
499967	2142697	0.879952688
500067	2142697	0.883224773
500167	2142697	0.886505735
500267	2142697	0.889795558
500367	2142697	0.893094227
500467	2142697	0.896401724
500567	2142697	0.899718032
500667	2142697	0.90304313
500767	2142697	0.906376999
500867	2142697	0.909719616
500967	2142697	0.913070961
501067	2142697	0.916431008
479467	2142797	0.794197428
479567	2142797	0.791393822
479667	2142797	0.788542981
479767	2142797	0.785638855
479867	2142797	0.782675064
479967	2142797	0.779644895
480067	2142797	0.776541324
480167	2142797	0.773357028
480267	2142797	0.770084413
480367	2142797	0.766715643
480467	2142797	0.763242688
480567	2142797	0.759657363
480667	2142797	0.755951401
480767	2142797	0.752116511
480867	2142797	0.748144471
480967	2142797	0.744027218
481067	2142797	0.739756961
481167	2142797	0.735326303
481267	2142797	0.730728386
481367	2142797	0.725957054
481467	2142797	0.721007036
481567	2142797	0.715874163
481667	2142797	0.710555621
481767	2142797	0.705050252
481867	2142797	0.699358917
481967	2142797	0.693484956
482067	2142797	0.687434768
482167	2142797	0.681218564
482267	2142797	0.674851361
482367	2142797	0.668354309
482467	2142797	0.661756452
482567	2142797	0.655097048
482667	2142797	0.64842851
482767	2142797	0.641819853
482867	2142797	0.635360048
482967	2142797	0.629159725
483067	2142797	0.623348141
483167	2142797	0.61806117
483267	2142797	0.61341783
483367	2142797	0.609490279
483467	2142797	0.606281894
483567	2142797	0.603727853
483667	2142797	0.601717782
483767	2142797	0.600125659
483867	2142797	0.598832702
483967	2142797	0.597738798
484067	2142797	0.596765149
484167	2142797	0.595852363
484267	2142797	0.594957009
484367	2142797	0.594048116
484467	2142797	0.593104208
484567	2142797	0.592110956
484667	2142797	0.591059395
484767	2142797	0.589944582
484867	2142797	0.588764594
484967	2142797	0.587519777
485067	2142797	0.586212184
485167	2142797	0.58484515
485267	2142797	0.583422981
485367	2142797	0.581950717
485467	2142797	0.580433972
485567	2142797	0.578878831
485667	2142797	0.577291794
485767	2142797	0.575679771
485867	2142797	0.574050127
485967	2142797	0.572410775
486067	2142797	0.570770326
486167	2142797	0.569138303
486267	2142797	0.567525427
486367	2142797	0.565943981
486467	2142797	0.564408262
486567	2142797	0.562935097
486667	2142797	0.561544368
486767	2142797	0.560259434
486867	2142797	0.559107188
486967	2142797	0.558117386
487067	2142797	0.5573208
487167	2142797	0.556745933
487267	2142797	0.556414652
487367	2142797	0.556338034
487467	2142797	0.556514202
487567	2142797	0.556929239
487667	2142797	0.557560723
487767	2142797	0.558382216
487867	2142797	0.55936713
487967	2142797	0.560491193
488067	2142797	0.561733585
488167	2142797	0.56307715
488267	2142797	0.564508104
488367	2142797	0.566015539
488467	2142797	0.567590898
488567	2142797	0.569227494
488667	2142797	0.570920099
488767	2142797	0.572664617
488867	2142797	0.574457811
488967	2142797	0.576297096
489067	2142797	0.578180376
489167	2142797	0.580105911
489267	2142797	0.582072212
489367	2142797	0.584077962
489467	2142797	0.586121952
489567	2142797	0.588203026
489667	2142797	0.590320041
489767	2142797	0.592471839
489867	2142797	0.594657214
489967	2142797	0.5968749
490067	2142797	0.599123557
490167	2142797	0.60140176
490267	2142797	0.603708001
490367	2142797	0.60604069
490467	2142797	0.608398165
490567	2142797	0.610778704
490667	2142797	0.613180549
490767	2142797	0.615601927
490867	2142797	0.618041082
490967	2142797	0.620496308
491067	2142797	0.622965983
491167	2142797	0.625448607
491267	2142797	0.627942826
491367	2142797	0.630447463
491467	2142797	0.632961532
491567	2142797	0.635484247
491667	2142797	0.638015017
491767	2142797	0.640553439
491867	2142797	0.643099272
491967	2142797	0.645652418
492067	2142797	0.648212895
492167	2142797	0.650780802
492267	2142797	0.653356303
492367	2142797	0.655939597
492467	2142797	0.658530898
492567	2142797	0.661130424
492667	2142797	0.663738382
492767	2142797	0.666354962
492867	2142797	0.668980331
492967	2142797	0.671614629
493067	2142797	0.674257971
493167	2142797	0.676910447
493267	2142797	0.679572123
493367	2142797	0.682243041
493467	2142797	0.684923229
493567	2142797	0.687612694
493667	2142797	0.690311432
493767	2142797	0.693019426
493867	2142797	0.695736653
493967	2142797	0.698463082
494067	2142797	0.701198677
494167	2142797	0.703943399
494267	2142797	0.706697207
494367	2142797	0.709460063
494467	2142797	0.712231924
494567	2142797	0.715012754
494667	2142797	0.717802515
494767	2142797	0.720601174
494867	2142797	0.723408699
494967	2142797	0.726225062
495067	2142797	0.729050241
495167	2142797	0.731884212
495267	2142797	0.734726958
495367	2142797	0.737578466
495467	2142797	0.740438724
495567	2142797	0.743307724
495667	2142797	0.746185461
495767	2142797	0.749071934
495867	2142797	0.751967142
495967	2142797	0.754871089
496067	2142797	0.75778378
496167	2142797	0.760705222
496267	2142797	0.763635423
496367	2142797	0.766574395
496467	2142797	0.769522148
496567	2142797	0.772478696
496667	2142797	0.775444052
496767	2142797	0.778418232
496867	2142797	0.781401249
496967	2142797	0.784393119
497067	2142797	0.787393859
497167	2142797	0.790403483
497267	2142797	0.793422007
497367	2142797	0.796449447
497467	2142797	0.799485817
497567	2142797	0.802531133
497667	2142797	0.805585407
497767	2142797	0.808648654
497867	2142797	0.811720886
497967	2142797	0.814802114
